SYSTEM,TAG NUMBER,DESCRIPTION,reduced_tag,reduced_desc,col,unit,comment,ENG UNIT,tag_desc_uom
BOILER UNIT 1,PCS05_APP1.Y_10LCA40CF001.OUT,CONDENSER FLOW TO DEAERATOR YESTERDAY,APP1.Y_LCA40CF001.OUT,CONDENSER FLOW TO DEAERATOR YESTERDAY,APP1.Y_LCA40CF001.OUT_CONDENSER FLOW TO DEAERATOR YESTERDAY,1,12,m3,PCS05_APP1.Y_10LCA40CF001.OUT_CONDENSER FLOW TO DEAERATOR YESTERDAY_m3
BOILER UNIT 2,PCS05_APP1.Y_20GHC20CF001.OUT,DM MAKE UP WATER YESTERDAY,APP1.Y_GHC20CF001.OUT,DM MAKE UP WATER YESTERDAY,APP1.Y_GHC20CF001.OUT_DM MAKE UP WATER YESTERDAY,2,12,m3,PCS05_APP1.Y_20GHC20CF001.OUT_DM MAKE UP WATER YESTERDAY_m3
BOILER UNIT 2,PCS05_APP1.Y_20HAC90CF901.OUT,FEED WATER FLOW YESTERDAY,APP1.Y_HAC90CF901.OUT,FEED WATER FLOW YESTERDAY,APP1.Y_HAC90CF901.OUT_FEED WATER FLOW YESTERDAY,2,12,ton,PCS05_APP1.Y_20HAC90CF901.OUT_FEED WATER FLOW YESTERDAY_ton
BOILER UNIT 2,PCS05_APP1.Y_20HCB10CF001.OUT,SOOTBLOWER STEAM FLOW YESTERDAY,APP1.Y_HCB10CF001.OUT,SOOTBLOWER STEAM FLOW YESTERDAY,APP1.Y_HCB10CF001.OUT_SOOTBLOWER STEAM FLOW YESTERDAY,2,12,kg,PCS05_APP1.Y_20HCB10CF001.OUT_SOOTBLOWER STEAM FLOW YESTERDAY_kg
BOILER UNIT 2,PCS05_APP1.Y_20HJL10CF010.OUT,SUB 1 AIR FLOW YESTERDAY,APP1.Y_HJL10CF010.OUT,SUB 1 AIR FLOW YESTERDAY,APP1.Y_HJL10CF010.OUT_SUB 1 AIR FLOW YESTERDAY,2,12,ton,PCS05_APP1.Y_20HJL10CF010.OUT_SUB 1 AIR FLOW YESTERDAY_ton
BOILER UNIT 2,PCS05_APP1.Y_20HJL11CF010.OUT,SUB 2 AIR FLOW YESTERDAY,APP1.Y_HJL11CF010.OUT,SUB 2 AIR FLOW YESTERDAY,APP1.Y_HJL11CF010.OUT_SUB 2 AIR FLOW YESTERDAY,2,12,ton,PCS05_APP1.Y_20HJL11CF010.OUT_SUB 2 AIR FLOW YESTERDAY_ton
BOILER UNIT 2,PCS05_APP1.Y_20HLA15CF901.OUT,PRIMARY AIR FLOW YESTERDAY,APP1.Y_HLA15CF901.OUT,PRIMARY AIR FLOW YESTERDAY,APP1.Y_HLA15CF901.OUT_PRIMARY AIR FLOW YESTERDAY,2,12,ton,PCS05_APP1.Y_20HLA15CF901.OUT_PRIMARY AIR FLOW YESTERDAY_ton
BOILER UNIT 2,PCS05_APP1.Y_20HLA25CF901.OUT,SECONDARY AIR FLOW YESTERDAY,APP1.Y_HLA25CF901.OUT,SECONDARY AIR FLOW YESTERDAY,APP1.Y_HLA25CF901.OUT_SECONDARY AIR FLOW YESTERDAY,2,12,ton,PCS05_APP1.Y_20HLA25CF901.OUT_SECONDARY AIR FLOW YESTERDAY_ton
BOILER UNIT 2,PCS05_APP1.Y_20LAE20CF001.OUT,DESH 1 SPRAY WATER FLOW YESTERDAY,APP1.Y_LAE20CF001.OUT,DESH 1 SPRAY WATER FLOW YESTERDAY,APP1.Y_LAE20CF001.OUT_DESH 1 SPRAY WATER FLOW YESTERDAY,2,12,kg,PCS05_APP1.Y_20LAE20CF001.OUT_DESH 1 SPRAY WATER FLOW YESTERDAY_kg
BOILER UNIT 2,PCS05_APP1.Y_20LAE30CF001.OUT,DESH 2 SPRAY WATER FLOW YESTERDAY,APP1.Y_LAE30CF001.OUT,DESH 2 SPRAY WATER FLOW YESTERDAY,APP1.Y_LAE30CF001.OUT_DESH 2 SPRAY WATER FLOW YESTERDAY,2,12,kg,PCS05_APP1.Y_20LAE30CF001.OUT_DESH 2 SPRAY WATER FLOW YESTERDAY_kg
BOILER UNIT 2,PCS05_APP1.Y_20LBA10CF901.OUT,MAIN STEAM FLOW YESTERDAY,APP1.Y_LBA10CF901.OUT,MAIN STEAM FLOW YESTERDAY,APP1.Y_LBA10CF901.OUT_MAIN STEAM FLOW YESTERDAY,2,12,ton,PCS05_APP1.Y_20LBA10CF901.OUT_MAIN STEAM FLOW YESTERDAY_ton
BOILER UNIT 2,PCS05_APP1.Y_20LCA40CF001.OUT,CONDENSER FLOW TO DEAERATOR YESTERDAY,APP1.Y_LCA40CF001.OUT,CONDENSER FLOW TO DEAERATOR YESTERDAY,APP1.Y_LCA40CF001.OUT_CONDENSER FLOW TO DEAERATOR YESTERDAY,2,12,m3,PCS05_APP1.Y_20LCA40CF001.OUT_CONDENSER FLOW TO DEAERATOR YESTERDAY_m3
BOILER UNIT 1,PCS05_APP1.Y_COALFLOW.OUT,TOTAL COAL FLOW YESTERDAY,APP1.YCOALFLOW.OUT,TOTAL COAL FLOW YESTERDAY,APP1.YCOALFLOW.OUT_TOTAL COAL FLOW YESTERDAY,1,12,ton,PCS05_APP1.Y_COALFLOW.OUT_TOTAL COAL FLOW YESTERDAY_ton
BOILER UNIT 2,PCS05_APP1.Y_COALFLOW2.OUT,TOTAL COAL FLOW YESTERDAY,APP1.YCOALFLOW.OUT,TOTAL COAL FLOW YESTERDAY,APP1.YCOALFLOW.OUT_TOTAL COAL FLOW YESTERDAY,2,12,ton,PCS05_APP1.Y_COALFLOW2.OUT_TOTAL COAL FLOW YESTERDAY_ton
BOILER UNIT 1,PCS05_APP1.Y_HJL10CF010.OUT,SUB 1 AIR FLOW YESTERDAY,APP1.Y_HJL10CF010.OUT,SUB 1 AIR FLOW YESTERDAY,APP1.Y_HJL10CF010.OUT_SUB 1 AIR FLOW YESTERDAY,1,12,ton,PCS05_APP1.Y_HJL10CF010.OUT_SUB 1 AIR FLOW YESTERDAY_ton
BOILER UNIT 1,PCS05_APP1.Y_HJL11CF010.OUT,SUB 2 AIR FLOW YESTERDAY,APP1.Y_HJL11CF010.OUT,SUB 2 AIR FLOW YESTERDAY,APP1.Y_HJL11CF010.OUT_SUB 2 AIR FLOW YESTERDAY,1,12,ton,PCS05_APP1.Y_HJL11CF010.OUT_SUB 2 AIR FLOW YESTERDAY_ton
BOILER UNIT 1,PCS05_APP1.Y_HLA15CF901.OUT,PRIMARY AIR FLOW YESTERDAY,APP1.Y_HLA15CF901.OUT,PRIMARY AIR FLOW YESTERDAY,APP1.Y_HLA15CF901.OUT_PRIMARY AIR FLOW YESTERDAY,1,12,ton,PCS05_APP1.Y_HLA15CF901.OUT_PRIMARY AIR FLOW YESTERDAY_ton
BOILER UNIT 1,PCS05_APP1.Y_HLA25CF901.OUT,SECONDARY AIR FLOW YESTERDAY,APP1.Y_HLA25CF901.OUT,SECONDARY AIR FLOW YESTERDAY,APP1.Y_HLA25CF901.OUT_SECONDARY AIR FLOW YESTERDAY,1,12,ton,PCS05_APP1.Y_HLA25CF901.OUT_SECONDARY AIR FLOW YESTERDAY_ton
BOILER UNIT 1,PCS05_APP1.Y_LDOFLOW.OUT,TOTAL LDO FLOW YESTERDAY,APP1.Y_LDOFLOW.OUT,TOTAL LDO FLOW YESTERDAY,APP1.Y_LDOFLOW.OUT_TOTAL LDO FLOW YESTERDAY,1,12,kg,PCS05_APP1.Y_LDOFLOW.OUT_TOTAL LDO FLOW YESTERDAY_kg
BOILER UNIT 2,PCS05_APP1.Y_LDOFLOW2.OUT,TOTAL LDO FLOW YESTERDAY,APP1.Y_LDOFLOW.OUT,TOTAL LDO FLOW YESTERDAY,APP1.Y_LDOFLOW.OUT_TOTAL LDO FLOW YESTERDAY,2,12,kg,PCS05_APP1.Y_LDOFLOW2.OUT_TOTAL LDO FLOW YESTERDAY_kg
BOILER UNIT 1,PCS05_APP1.Y_OPCCLOAD.OUT,OPCC LOAD YESTERDAY,APP1.Y_OPCCLOAD.OUT,OPCC LOAD YESTERDAY,APP1.Y_OPCCLOAD.OUT_OPCC LOAD YESTERDAY,1,12,MWh,PCS05_APP1.Y_OPCCLOAD.OUT_OPCC LOAD YESTERDAY_MWh
BOILER UNIT 2,PCS05_APP1.Y_OPCCLOAD2.OUT,OPCC LOAD YESTERDAY,APP1.Y_OPCCLOAD.OUT,OPCC LOAD YESTERDAY,APP1.Y_OPCCLOAD.OUT_OPCC LOAD YESTERDAY,2,12,MWh,PCS05_APP1.Y_OPCCLOAD2.OUT_OPCC LOAD YESTERDAY_MWh
BOILER UNIT 1,PCS05_APP1.Y_TOTALAIRFLOW.OUT,TOTAL AIR FLOW YESTERDAY,APP1.Y_TOTALAIRFLOW.OUT,TOTAL AIR FLOW YESTERDAY,APP1.Y_TOTALAIRFLOW.OUT_TOTAL AIR FLOW YESTERDAY,1,12,ton,PCS05_APP1.Y_TOTALAIRFLOW.OUT_TOTAL AIR FLOW YESTERDAY_ton
BOILER UNIT 2,PCS05_APP1.Y_TOTALAIRFLOW2.OUT,TOTAL AIR FLOW YESTERDAY,APP1.Y_TOTALAIRFLOW.OUT,TOTAL AIR FLOW YESTERDAY,APP1.Y_TOTALAIRFLOW.OUT_TOTAL AIR FLOW YESTERDAY,2,12,ton,PCS05_APP1.Y_TOTALAIRFLOW2.OUT_TOTAL AIR FLOW YESTERDAY_ton
BOILER UNIT 1,PCS05_APP1.Y_TURBINELOAD.OUT,TURBINE LOAD YESTERDAY,APP1.Y_TURBINELOAD.OUT,TURBINE LOAD YESTERDAY,APP1.Y_TURBINELOAD.OUT_TURBINE LOAD YESTERDAY,1,12,MWh,PCS05_APP1.Y_TURBINELOAD.OUT_TURBINE LOAD YESTERDAY_MWh
BOILER UNIT 2,PCS05_APP1.Y_TURBINELOAD2.OUT,TURBINE LOAD YESTERDAY,APP1.Y_TURBINELOAD.OUT,TURBINE LOAD YESTERDAY,APP1.Y_TURBINELOAD.OUT_TURBINE LOAD YESTERDAY,2,12,MWh,PCS05_APP1.Y_TURBINELOAD2.OUT_TURBINE LOAD YESTERDAY_MWh
BOILER UNIT 2,PCS07_APP1.GAI20HAD10CL001,DRUM LEVEL,APP1.HAD10CL001,DRUM LEVEL,APP1.HAD10CL001_DRUM LEVEL,2,12,mmWC,PCS07_APP1.GAI20HAD10CL001_DRUM LEVEL_mmWC
BOILER UNIT 2,PCS07_APP1.GAI20HAD10CL002,DRUM LEVEL,APP1.HAD10CL002,DRUM LEVEL,APP1.HAD10CL002_DRUM LEVEL,2,12,mmWC,PCS07_APP1.GAI20HAD10CL002_DRUM LEVEL_mmWC
BOILER UNIT 2,PCS07_APP1.GAI20HAD10CL003,DRUM LEVEL,APP1.HAD10CL003,DRUM LEVEL,APP1.HAD10CL003_DRUM LEVEL,2,12,mmWC,PCS07_APP1.GAI20HAD10CL003_DRUM LEVEL_mmWC
BOILER UNIT 2,PCS07_APP1.GAI20HAD10CP001,DRUM PRESSURE,APP1.HAD10CP001,DRUM PRESSURE,APP1.HAD10CP001_DRUM PRESSURE,2,12,barg,PCS07_APP1.GAI20HAD10CP001_DRUM PRESSURE_barg
BOILER UNIT 2,PCS07_APP1.GAI20HAD10CP002,DRUM PRESSURE,APP1.HAD10CP002,DRUM PRESSURE,APP1.HAD10CP002_DRUM PRESSURE,2,12,barg,PCS07_APP1.GAI20HAD10CP002_DRUM PRESSURE_barg
BOILER UNIT 2,PCS07_APP1.GAI20HAD10CP003,DRUM PRESSURE,APP1.HAD10CP003,DRUM PRESSURE,APP1.HAD10CP003_DRUM PRESSURE,2,2,barg,PCS07_APP1.GAI20HAD10CP003_DRUM PRESSURE_barg
BOILER UNIT 2,PCS07_APP1.GAI20HBK01CP001,INLET BACKPASS PRESSURE,APP1.HBK01CP001,INLET BACKPASS PRESSURE,APP1.HBK01CP001_INLET BACKPASS PRESSURE,2,12,mbar,PCS07_APP1.GAI20HBK01CP001_INLET BACKPASS PRESSURE_mbar
BOILER UNIT 2,PCS07_APP1.GAI20HBK01CP002,INLET BACKPASS PRESSURE,APP1.HBK01CP002,INLET BACKPASS PRESSURE,APP1.HBK01CP002_INLET BACKPASS PRESSURE,2,12,mbar,PCS07_APP1.GAI20HBK01CP002_INLET BACKPASS PRESSURE_mbar
BOILER UNIT 2,PCS07_APP1.GAI20HBK01CP003,INLET BACKPASS PRESSURE,APP1.HBK01CP003,INLET BACKPASS PRESSURE,APP1.HBK01CP003_INLET BACKPASS PRESSURE,2,12,mbar,PCS07_APP1.GAI20HBK01CP003_INLET BACKPASS PRESSURE_mbar
BOILER UNIT 2,PCS07_APP1.GAI20HBK01CQ041,O2 ANALYSER,APP1.HBK01CQ041,O2 ANALYZER,APP1.HBK01CQ041_O2 ANALYZER,2,12,%,PCS07_APP1.GAI20HBK01CQ041_O2 ANALYSER_%
BOILER UNIT 2,PCS07_APP1.GAI20HBK01CQ042,O2 ANALYSER #2,APP1.HBK01CQ042,O2 ANALYZER #2,APP1.HBK01CQ042_O2 ANALYZER #2,2,12,%,PCS07_APP1.GAI20HBK01CQ042_O2 ANALYSER #2_%
BOILER UNIT 2,PCS07_APP1.GAI20HHC01CP011,COMBUSTOR DP WITH GRATE,APP1.HHC01CP011,COMBUSTOR DP WITH GRATE,APP1.HHC01CP011_COMBUSTOR DP WITH GRATE,2,12,mBar,PCS07_APP1.GAI20HHC01CP011_COMBUSTOR DP WITH GRATE_mBar
BOILER UNIT 2,PCS07_APP1.GAI20HHC01CP060,COMBUSTOR AT SUB-LEVEL PRESSURE,APP1.HHC01CP060,COMBUSTOR AT SUB-LEVEL PRESSURE,APP1.HHC01CP060_COMBUSTOR AT SUB-LEVEL PRESSURE,2,12,mbar,PCS07_APP1.GAI20HHC01CP060_COMBUSTOR AT SUB-LEVEL PRESSURE_mbar
BOILER UNIT 2,PCS07_APP1.GAI20HHC01CT011,COMBUSTOR LOWER TEMP,APP1.HHC01CT011,COMBUSTOR LOWER TEMP,APP1.HHC01CT011_COMBUSTOR LOWER TEMP,2,12,C,PCS07_APP1.GAI20HHC01CT011_COMBUSTOR LOWER TEMP_C
BOILER UNIT 2,PCS07_APP1.GAI20HHC01CT012,COMBUSTOR LOWER TEMP,APP1.HHC01CT012,COMBUSTOR LOWER TEMP,APP1.HHC01CT012_COMBUSTOR LOWER TEMP,2,12,C,PCS07_APP1.GAI20HHC01CT012_COMBUSTOR LOWER TEMP_C
BOILER UNIT 2,PCS07_APP1.GAI20HHC01CT013,COMBUSTOR LOWER TEMP,APP1.HHC01CT013,COMBUSTOR LOWER TEMP,APP1.HHC01CT013_COMBUSTOR LOWER TEMP,2,12,C,PCS07_APP1.GAI20HHC01CT013_COMBUSTOR LOWER TEMP_C
BOILER UNIT 2,PCS07_APP1.GAI20HHC01CT041,COMBUSTOR MIDDLE TEMP,APP1.HHC01CT041,COMBUSTOR MIDDLE TEMP,APP1.HHC01CT041_COMBUSTOR MIDDLE TEMP,2,12,C,PCS07_APP1.GAI20HHC01CT041_COMBUSTOR MIDDLE TEMP_C
BOILER UNIT 2,PCS07_APP1.GAI20HHC01CT042,COMBUSTOR MIDDLE TEMP,APP1.HHC01CT042,COMBUSTOR MIDDLE TEMP,APP1.HHC01CT042_COMBUSTOR MIDDLE TEMP,2,12,C,PCS07_APP1.GAI20HHC01CT042_COMBUSTOR MIDDLE TEMP_C
BOILER UNIT 2,PCS07_APP1.GAI20HHC01CT043,COMBUSTOR MIDDLE TEMP,APP1.HHC01CT043,COMBUSTOR MIDDLE TEMP,APP1.HHC01CT043_COMBUSTOR MIDDLE TEMP,2,12,C,PCS07_APP1.GAI20HHC01CT043_COMBUSTOR MIDDLE TEMP_C
BOILER UNIT 2,PCS07_APP1.GAI20HJL10CF010,AIR SUB 1 FLOW,APP1.HJL10CF010,AIR SUB 1 FLOW,APP1.HJL10CF010_AIR SUB 1 FLOW,2,12,mmwc,PCS07_APP1.GAI20HJL10CF010_AIR SUB 1 FLOW_mmwc
BOILER UNIT 2,PCS07_APP1.GAI20HJL11CF010,AIR SUB 2 FLOW,APP1.HJL11CF010,AIR SUB 2 FLOW,APP1.HJL11CF010_AIR SUB 2 FLOW,2,12,mmwc,PCS07_APP1.GAI20HJL11CF010_AIR SUB 2 FLOW_mmwc
BOILER UNIT 2,PCS07_APP1.GAI20HJN11CP002,INSTRUMENT AIR PRESSURE,APP1.HJN11CP002,INSTRUMENT AIR PRESSURE,APP1.HJN11CP002_INSTRUMENT AIR PRESSURE,2,12,bar,PCS07_APP1.GAI20HJN11CP002_INSTRUMENT AIR PRESSURE_bar
BOILER UNIT 2,PCS07_APP1.GAI20HJN11CP003,INSTRUMENT AIR PRESSURE,APP1.HJN11CP003,INSTRUMENT AIR PRESSURE,APP1.HJN11CP003_INSTRUMENT AIR PRESSURE,2,12,bar,PCS07_APP1.GAI20HJN11CP003_INSTRUMENT AIR PRESSURE_bar
BOILER UNIT 2,PCS07_APP1.GAI20HLA15CF001,PA APH OUTLET FLOW,APP1.HLA15CF001,PA APH OUTLET FLOW,APP1.HLA15CF001_PA APH OUTLET FLOW,2,12,t/hr,PCS07_APP1.GAI20HLA15CF001_PA APH OUTLET FLOW_t/hr
BOILER UNIT 2,PCS07_APP1.GAI20HLA15CF002,PA APH OUTLET FLOW,APP1.HLA15CF002,PA APH OUTLET FLOW,APP1.HLA15CF002_PA APH OUTLET FLOW,2,12,t/hr,PCS07_APP1.GAI20HLA15CF002_PA APH OUTLET FLOW_t/hr
BOILER UNIT 2,PCS07_APP1.GAI20HLA15CP001,PA APH OUTLET PRESSURE,APP1.HLA15CP001,PA APH OUTLET PRESSURE,APP1.HLA15CP001_PA APH OUTLET PRESSURE,2,12,mbar,PCS07_APP1.GAI20HLA15CP001_PA APH OUTLET PRESSURE_mbar
BOILER UNIT 2,PCS07_APP1.GAI20HLA25CP001,SA APH OUTLET PRESSURE,APP1.HLA25CP001,SA APH OUTLET PRESSURE,APP1.HLA25CP001_SA APH OUTLET PRESSURE,2,12,mbar,PCS07_APP1.GAI20HLA25CP001_SA APH OUTLET PRESSURE_mbar
BOILER UNIT 2,PCS07_APP1.GAI20HNA01CT001,CYCLONE INLET TEMP,APP1.HNA01CT001,CYCLONE INLET TEMP,APP1.HNA01CT001_CYCLONE INLET TEMP,2,12,C,PCS07_APP1.GAI20HNA01CT001_CYCLONE INLET TEMP_C
BOILER UNIT 2,PCS07_APP1.GAI20HNA11CT001,CYCLONE OUTLET TEMP,APP1.HNA11CT001,CYCLONE OUTLET TEMP,APP1.HNA11CT001_CYCLONE OUTLET TEMP,2,12,C,PCS07_APP1.GAI20HNA11CT001_CYCLONE OUTLET TEMP_C
BOILER UNIT 2,PCS07_APP1.GAI20HNA11CT002,CYCLONE OUTLET TEMP,APP1.HNA11CT002,CYCLONE OUTLET TEMP,APP1.HNA11CT002_CYCLONE OUTLET TEMP,2,12,C,PCS07_APP1.GAI20HNA11CT002_CYCLONE OUTLET TEMP_C
BOILER UNIT 2,PCS07_APP1.GAI20HNA11CT003,CYCLONE OUTLET TEMP,APP1.HNA11CT003,CYCLONE OUTLET TEMP,APP1.HNA11CT003_CYCLONE OUTLET TEMP,2,12,C,PCS07_APP1.GAI20HNA11CT003_CYCLONE OUTLET TEMP_C
BOILER UNIT 2,PCS07_APP1.GAI20HNA61CP001,ID FAN-1 INLET PRESSURE,APP1.HNA61CP001,ID FAN 1 INLET PRESSURE,APP1.HNA61CP001_ID FAN 1 INLET PRESSURE,2,12,mbar,PCS07_APP1.GAI20HNA61CP001_ID FAN-1 INLET PRESSURE_mbar
BOILER UNIT 2,PCS07_APP1.GAI20HNA62CP002,ID FAN-2INLET PRESSURE,APP1.HNA62CP002,ID FAN 2 INLET PRESSURE,APP1.HNA62CP002_ID FAN 2 INLET PRESSURE,2,12,mbar,PCS07_APP1.GAI20HNA62CP002_ID FAN-2INLET PRESSURE_mbar
BOILER UNIT 2,PCS07_APP1.GAI20LAA20CL001,FEED WATER STORAGE TANK LEVEL,APP1.LAA20CL001,FEED WATER STORAGE TANK LEVEL,APP1.LAA20CL001_FEED WATER STORAGE TANK LEVEL,2,12,mm,PCS07_APP1.GAI20LAA20CL001_FEED WATER STORAGE TANK LEVEL_mm
BOILER UNIT 2,PCS07_APP1.GAI20LAA20CL002,FEED WATER STORAGE TANK LEVEL,APP1.LAA20CL002,FEED WATER STORAGE TANK LEVEL,APP1.LAA20CL002_FEED WATER STORAGE TANK LEVEL,2,12,mm,PCS07_APP1.GAI20LAA20CL002_FEED WATER STORAGE TANK LEVEL_mm
BOILER UNIT 2,PCS07_APP1.GAI20LAA20CL003,FEED WATER STORAGE TANK LEVEL,APP1.LAA20CL003,FEED WATER STORAGE TANK LEVEL,APP1.LAA20CL003_FEED WATER STORAGE TANK LEVEL,2,12,mm,PCS07_APP1.GAI20LAA20CL003_FEED WATER STORAGE TANK LEVEL_mm
BOILER UNIT 2,PCS07_APP1.GAI20LBA10CP001,MAIN STEAM PRESSURE,APP1.LBA10CP001,MAIN STEAM PRESSURE,APP1.LBA10CP001_MAIN STEAM PRESSURE,2,12,barg,PCS07_APP1.GAI20LBA10CP001_MAIN STEAM PRESSURE_barg
BOILER UNIT 2,PCS07_APP1.GAI20LBA10CP002,MAIN STEAM PRESSURE,APP1.LBA10CP002,MAIN STEAM PRESSURE,APP1.LBA10CP002_MAIN STEAM PRESSURE,2,12,barg,PCS07_APP1.GAI20LBA10CP002_MAIN STEAM PRESSURE_barg
BOILER UNIT 2,PCS07_APP1.GAI20LBA10CP003,MAIN STEAM PRESSURE,APP1.LBA10CP003,MAIN STEAM PRESSURE,APP1.LBA10CP003_MAIN STEAM PRESSURE,2,12,barg,PCS07_APP1.GAI20LBA10CP003_MAIN STEAM PRESSURE_barg
BOILER UNIT 2,PCS07_APP1.GAI20LBA10CT001,TEMPRATURE AFTER FINAL SH,APP1.LBA10CT001,TEMPRATURE AFTER FINAL SH,APP1.LBA10CT001_TEMPRATURE AFTER FINAL SH,2,12,C,PCS07_APP1.GAI20LBA10CT001_TEMPRATURE AFTER FINAL SH_C
BOILER UNIT 2,PCS07_APP1.GAI20LBA10CT002,TEMPRATURE AFTER FINAL SH,APP1.LBA10CT002,TEMPRATURE AFTER FINAL SH,APP1.LBA10CT002_TEMPRATURE AFTER FINAL SH,2,12,C,PCS07_APP1.GAI20LBA10CT002_TEMPRATURE AFTER FINAL SH_C
BOILER UNIT 2,PCS07_APP1.GAI20LBA10CT003,TEMPRATURE AFTER FINAL SH,APP1.LBA10CT003,TEMPRATURE AFTER FINAL SH,APP1.LBA10CT003_TEMPRATURE AFTER FINAL SH,2,12,C,PCS07_APP1.GAI20LBA10CT003_TEMPRATURE AFTER FINAL SH_C
BOILER UNIT 1,PCS05_APP1.C_COALFLOW.OUT,TOTAL COAL FLOW CURRENT,APP1.CCOALFLOW.OUT,TOTAL COAL FLOW CURRENT,APP1.CCOALFLOW.OUT_TOTAL COAL FLOW CURRENT,1,12,ton/hr,PCS05_APP1.C_COALFLOW.OUT_TOTAL COAL FLOW CURRENT_ton/hr
BOILER UNIT 2,PCS05_APP1.C_COALFLOW2.OUT,TOTAL COAL FLOW CURRENT,APP1.CCOALFLOW.OUT,TOTAL COAL FLOW CURRENT,APP1.CCOALFLOW.OUT_TOTAL COAL FLOW CURRENT,2,12,ton/hr,PCS05_APP1.C_COALFLOW2.OUT_TOTAL COAL FLOW CURRENT_ton/hr
BOILER UNIT 1,PCS05_APP1.T_TURBINERUNNING.OUT,TURBINE 1 RUNNING TODAY,APP1.T_TURBINERUNNING.OUT,TURBINE RUNNING TODAY,APP1.T_TURBINERUNNING.OUT_TURBINE RUNNING TODAY,1,12,HRS,PCS05_APP1.T_TURBINERUNNING.OUT_TURBINE 1 RUNNING TODAY_HRS
BOILER UNIT 2,PCS05_APP1.T_TURBINERUNNING2.OUT,TURBINE 2 RUNNING TODAY,APP1.T_TURBINERUNNING.OUT,TURBINE RUNNING TODAY,APP1.T_TURBINERUNNING.OUT_TURBINE RUNNING TODAY,2,12,HRS,PCS05_APP1.T_TURBINERUNNING2.OUT_TURBINE 2 RUNNING TODAY_HRS
BOILER UNIT 1,PCS05_APP1.Y_TURBINERUNNING.OUT,TURBINE 1 RUNNING YESTERDAY,APP1.Y_TURBINERUNNING.OUT,TURBINE RUNNING YESTERDAY,APP1.Y_TURBINERUNNING.OUT_TURBINE RUNNING YESTERDAY,1,12,HRS,PCS05_APP1.Y_TURBINERUNNING.OUT_TURBINE 1 RUNNING YESTERDAY_HRS
BOILER UNIT 2,PCS05_APP1.Y_TURBINERUNNING2.OUT,TURBINE 2 RUNNING YESTERDAY,APP1.Y_TURBINERUNNING.OUT,TURBINE RUNNING YESTERDAY,APP1.Y_TURBINERUNNING.OUT_TURBINE RUNNING YESTERDAY,2,12,HRS,PCS05_APP1.Y_TURBINERUNNING2.OUT_TURBINE 2 RUNNING YESTERDAY_HRS
BOILER UNIT 1,PCS05_APP1.T_BOILERRUNNING.OUT,BOILER 1 RUNNING TODAY,APP1.T_BOILERRUNNING.OUT,BOILER RUNNING TODAY,APP1.T_BOILERRUNNING.OUT_BOILER RUNNING TODAY,1,12,HRS,PCS05_APP1.T_BOILERRUNNING.OUT_BOILER 1 RUNNING TODAY_HRS
BOILER UNIT 2,PCS05_APP1.T_BOILERRUNNING2.OUT,BOILER 2 RUNNING TODAY,APP1.T_BOILERRUNNING.OUT,BOILER RUNNING TODAY,APP1.T_BOILERRUNNING.OUT_BOILER RUNNING TODAY,2,12,HRS,PCS05_APP1.T_BOILERRUNNING2.OUT_BOILER 2 RUNNING TODAY_HRS
BOILER UNIT 1,PCS05_APP1.Y_BOILERRUNNING.OUT,BOILER 1 RUNNING YESTERDAY,APP1.Y_BOILERRUNNING.OUT,BOILER RUNNING YESTERDAY,APP1.Y_BOILERRUNNING.OUT_BOILER RUNNING YESTERDAY,1,12,HRS,PCS05_APP1.Y_BOILERRUNNING.OUT_BOILER 1 RUNNING YESTERDAY_HRS
BOILER UNIT 2,PCS05_APP1.Y_BOILERRUNNING2.OUT,BOILER 2 RUNNING YESTERDAY,APP1.Y_BOILERRUNNING.OUT,BOILER RUNNING YESTERDAY,APP1.Y_BOILERRUNNING.OUT_BOILER RUNNING YESTERDAY,2,12,HRS,PCS05_APP1.Y_BOILERRUNNING2.OUT_BOILER 2 RUNNING YESTERDAY_HRS
BOILER UNIT 1,PCS05_APP1.T_TOT COAL BC 5.OUT,TOTAL COAL BC 5 TODAY,APP1.T_TOT COAL BC 5.OUT,TOTAL COAL BC 5 TODAY,APP1.T_TOT COAL BC 5.OUT_TOTAL COAL BC 5 TODAY,1,1,ton,PCS05_APP1.T_TOT COAL BC 5.OUT_TOTAL COAL BC 5 TODAY_ton
BOILER UNIT 1,PCS05_APP1.Y_TOT COAL BC 5.OUT,TOTAL COAL BC 5 YESTERDAY,APP1.Y_TOT COAL BC 5.OUT,TOTAL COAL BC 5 YESTERDAY,APP1.Y_TOT COAL BC 5.OUT_TOTAL COAL BC 5 YESTERDAY,1,1,ton,PCS05_APP1.Y_TOT COAL BC 5.OUT_TOTAL COAL BC 5 YESTERDAY_ton
BOILER UNIT 1,PCS05_APP1.T_TOT COAL BUNKER 1.OUT,TOTAL COAL BUNKER 1 TODAY,APP1.T_TOT COAL BUNKER.OUT,TOTAL COAL BUNKER TODAY,APP1.T_TOT COAL BUNKER.OUT_TOTAL COAL BUNKER TODAY,1,12,ton,PCS05_APP1.T_TOT COAL BUNKER 1.OUT_TOTAL COAL BUNKER 1 TODAY_ton
