SYSTEM,TAG NUMBER,DESCRIPTION,reduced_tag,reduced_desc,col,unit,comment,ENG UNIT,tag_desc_uom
CALCULATION,10AVAILABILITY_FACTOR.CA,UNIT 1 AVAILABILITY FACTOR,AVAILABILITY_FACTOR.CA,AVAILABILITY FACTOR,AVAILABILITY_FACTOR.CA_AVAILABILITY FACTOR,1,12,%,10AVAILABILITY_FACTOR.CA_UNIT 1 AVAILABILITY FACTOR_%
CALCULATION,10BOILER_EFF.CA,UNIT 1 BOILER EFFICIENCY,BOILER_EFF.CA,BOILER EFFICIENCY,BOILER_EFF.CA_BOILER EFFICIENCY,1,12,%,10BOILER_EFF.CA_UNIT 1 BOILER EFFICIENCY_%
CALCULATION,10BOILER_RUNHRS%.CA,UNIT 1 BOILER RUNNING HOURS  MONTHLY CUMMULATIVE,BOILER_RUNHRS%.CA,BOILER RUNNING HOURS  MONTHLY CUMMULATIVE,BOILER_RUNHRS%.CA_BOILER RUNNING HOURS  MONTHLY CUMMULATIVE,1,12,%,10BOILER_RUNHRS%.CA_UNIT 1 BOILER RUNNING HOURS  MONTHLY CUMMULATIVE_%
CALCULATION,10BOILER_RUNHRS.CA,UNIT 1 BOILER RUNNING HOURS  MONTHLY CUMMULATIVE,BOILER_RUNHRS.CA,BOILER RUNNING HOURS  MONTHLY CUMMULATIVE,BOILER_RUNHRS.CA_BOILER RUNNING HOURS  MONTHLY CUMMULATIVE,1,12,HRS,10BOILER_RUNHRS.CA_UNIT 1 BOILER RUNNING HOURS  MONTHLY CUMMULATIVE_HRS
CALCULATION,10CAPACITY_FACTOR.CA,UNIT 1 CAPACITY FACTOR,CAPACITY_FACTOR.CA,CAPACITY FACTOR,CAPACITY_FACTOR.CA_CAPACITY FACTOR,1,12,%,10CAPACITY_FACTOR.CA_UNIT 1 CAPACITY FACTOR_%
CALCULATION,10COMBUSTION_AIR.CA,UNIT 1 COMBUSTION AIR,COMBUSTION_AIR.CA,COMBUSTION AIR,COMBUSTION_AIR.CA_COMBUSTION AIR,1,12,ton,10COMBUSTION_AIR.CA_UNIT 1 COMBUSTION AIR_ton
CALCULATION,10HEAT_RATE.CA,UNIT 1 HEAT RATE,HEAT_RATE.CA,HEAT RATE,HEAT_RATE.CA_HEAT RATE,1,12,kCal/kWh,10HEAT_RATE.CA_UNIT 1 HEAT RATE_kCal/kWh
CALCULATION,10HLOSS_DFG.CA,UNIT 1 HEAT LOSS - DRY FLUE GAS,HLOSS_DFG.CA,HEAT LOSS - DRY FLUE GAS,HLOSS_DFG.CA_HEAT LOSS - DRY FLUE GAS,1,12,%,10HLOSS_DFG.CA_UNIT 1 HEAT LOSS - DRY FLUE GAS_%
CALCULATION,10HLOSS_MIA.CA,UNIT 1 HEAT LOSS - MOISTURE IN AIR,HLOSS_MIA.CA,HEAT LOSS - MOISTURE IN AIR,HLOSS_MIA.CA_HEAT LOSS - MOISTURE IN AIR,1,12,%,10HLOSS_MIA.CA_UNIT 1 HEAT LOSS - MOISTURE IN AIR_%
CALCULATION,10HLOSS_MIF.CA,UNIT 1 HEAT LOSS - MOISTURE IN FUEL,HLOSS_MIF.CA,HEAT LOSS - MOISTURE IN FUEL,HLOSS_MIF.CA_HEAT LOSS - MOISTURE IN FUEL,1,12,%,10HLOSS_MIF.CA_UNIT 1 HEAT LOSS - MOISTURE IN FUEL_%
CALCULATION,10HLOSS_TOTAL.CA,UNIT 1 HEAT LOSS - TOTAL,HLOSS_TOTAL.CA,HEAT LOSS - TOTAL,HLOSS_TOTAL.CA_HEAT LOSS - TOTAL,1,12,%,10HLOSS_TOTAL.CA_UNIT 1 HEAT LOSS - TOTAL_%
CALCULATION,10HLOSS_WIF.CA,UNIT 1 HEAT LOSS - WATER IN FUEL,HLOSS_WIF.CA,HEAT LOSS - WATER IN FUEL,HLOSS_WIF.CA_HEAT LOSS - WATER IN FUEL,1,12,%,10HLOSS_WIF.CA_UNIT 1 HEAT LOSS - WATER IN FUEL_%
CALCULATION,10NET_HEATRATE.CA,UNIT 1 NET HEAT RATE,NET_HEATRATE.CA,NET HEAT RATE,NET_HEATRATE.CA_NET HEAT RATE,1,12,kCal/kWh,10NET_HEATRATE.CA_UNIT 1 NET HEAT RATE_kCal/kWh
CALCULATION,10STEAM_FLOW.CA,UNIT 1 STEAM FLOW TO TURBINE,STEAM_FLOW.CA,STEAM FLOW TO TURBINE,STEAM_FLOW.CA_STEAM FLOW TO TURBINE,1,12,,
CALCULATION,10THERMAL_EFF.CA,UNIT 1 THERMAL EFFICIENCY,THERMAL_EFF.CA,THERMAL EFFICIENCY,THERMAL_EFF.CA_THERMAL EFFICIENCY,1,12,%,10THERMAL_EFF.CA_UNIT 1 THERMAL EFFICIENCY_%
CALCULATION,10TURBINE_HEATRATE.CA,UNIT 1 TURBINE HEAT RATE,TURBINE_HEATRATE.CA,TURBINE HEAT RATE,TURBINE_HEATRATE.CA_TURBINE HEAT RATE,1,12,kCal/kWh,10TURBINE_HEATRATE.CA_UNIT 1 TURBINE HEAT RATE_kCal/kWh
CALCULATION,10TURBINE_RUNHRS%.CA,UNIT 1 TURBINE RUNNING HOURS  MONTHLY CUMMULATIVE,TURBINE_RUNHRS%.CA,TURBINE RUNNING HOURS  MONTHLY CUMMULATIVE,TURBINE_RUNHRS%.CA_TURBINE RUNNING HOURS  MONTHLY CUMMULATIVE,1,12,%,10TURBINE_RUNHRS%.CA_UNIT 1 TURBINE RUNNING HOURS  MONTHLY CUMMULATIVE_%
CALCULATION,10TURBINE_RUNHRS.CA,UNIT 1 TURBINE RUNNING HOURS  MONTHLY CUMMULATIVE,TURBINE_RUNHRS.CA,TURBINE RUNNING HOURS  MONTHLY CUMMULATIVE,TURBINE_RUNHRS.CA_TURBINE RUNNING HOURS  MONTHLY CUMMULATIVE,1,12,HRS,10TURBINE_RUNHRS.CA_UNIT 1 TURBINE RUNNING HOURS  MONTHLY CUMMULATIVE_HRS
CALCULATION,20AVAILABILITY_FACTOR.CA,UNIT 2 AVAILABILITY FACTOR,AVAILABILITY_FACTOR.CA,AVAILABILITY FACTOR,AVAILABILITY_FACTOR.CA_AVAILABILITY FACTOR,2,12,%,20AVAILABILITY_FACTOR.CA_UNIT 2 AVAILABILITY FACTOR_%
CALCULATION,20BOILER_EFF.CA,UNIT 2 BOILER EFFICIENCY,BOILER_EFF.CA,BOILER EFFICIENCY,BOILER_EFF.CA_BOILER EFFICIENCY,2,12,%,20BOILER_EFF.CA_UNIT 2 BOILER EFFICIENCY_%
CALCULATION,20BOILER_RUNHRS%.CA,UNIT 2 BOILER RUNNING HOURS  MONTHLY CUMMULATIVE,BOILER_RUNHRS%.CA,BOILER RUNNING HOURS  MONTHLY CUMMULATIVE,BOILER_RUNHRS%.CA_BOILER RUNNING HOURS  MONTHLY CUMMULATIVE,2,12,%,20BOILER_RUNHRS%.CA_UNIT 2 BOILER RUNNING HOURS  MONTHLY CUMMULATIVE_%
CALCULATION,20BOILER_RUNHRS.CA,UNIT 2 BOILER RUNNING HOURS  MONTHLY CUMMULATIVE,BOILER_RUNHRS.CA,BOILER RUNNING HOURS  MONTHLY CUMMULATIVE,BOILER_RUNHRS.CA_BOILER RUNNING HOURS  MONTHLY CUMMULATIVE,2,12,HRS,20BOILER_RUNHRS.CA_UNIT 2 BOILER RUNNING HOURS  MONTHLY CUMMULATIVE_HRS
CALCULATION,20CAPACITY_FACTOR.CA,UNIT 2 CAPACITY FACTOR,CAPACITY_FACTOR.CA,CAPACITY FACTOR,CAPACITY_FACTOR.CA_CAPACITY FACTOR,2,12,%,20CAPACITY_FACTOR.CA_UNIT 2 CAPACITY FACTOR_%
CALCULATION,20COMBUSTION_AIR.CA,UNIT 2 COMBUSTION AIR,COMBUSTION_AIR.CA,COMBUSTION AIR,COMBUSTION_AIR.CA_COMBUSTION AIR,2,12,ton,20COMBUSTION_AIR.CA_UNIT 2 COMBUSTION AIR_ton
CALCULATION,20HEAT_RATE.CA,UNIT 2 HEAT RATE,HEAT_RATE.CA,HEAT RATE,HEAT_RATE.CA_HEAT RATE,2,12,kCal/kWh,20HEAT_RATE.CA_UNIT 2 HEAT RATE_kCal/kWh
CALCULATION,20HLOSS_DFG.CA,UNIT 2 HEAT LOSS - DRY FLUE GAS,HLOSS_DFG.CA,HEAT LOSS - DRY FLUE GAS,HLOSS_DFG.CA_HEAT LOSS - DRY FLUE GAS,2,12,%,20HLOSS_DFG.CA_UNIT 2 HEAT LOSS - DRY FLUE GAS_%
CALCULATION,20HLOSS_MIA.CA,UNIT 2 HEAT LOSS - MOISTURE IN AIR,HLOSS_MIA.CA,HEAT LOSS - MOISTURE IN AIR,HLOSS_MIA.CA_HEAT LOSS - MOISTURE IN AIR,2,12,%,20HLOSS_MIA.CA_UNIT 2 HEAT LOSS - MOISTURE IN AIR_%
CALCULATION,20HLOSS_MIF.CA,UNIT 2 HEAT LOSS - MOISTURE IN FUEL,HLOSS_MIF.CA,HEAT LOSS - MOISTURE IN FUEL,HLOSS_MIF.CA_HEAT LOSS - MOISTURE IN FUEL,2,12,%,20HLOSS_MIF.CA_UNIT 2 HEAT LOSS - MOISTURE IN FUEL_%
CALCULATION,20HLOSS_TOTAL.CA,UNIT 2 HEAT LOSS - TOTAL,HLOSS_TOTAL.CA,HEAT LOSS - TOTAL,HLOSS_TOTAL.CA_HEAT LOSS - TOTAL,2,12,%,20HLOSS_TOTAL.CA_UNIT 2 HEAT LOSS - TOTAL_%
CALCULATION,20HLOSS_WIF.CA,UNIT 2 HEAT LOSS - WATER IN FUEL,HLOSS_WIF.CA,HEAT LOSS - WATER IN FUEL,HLOSS_WIF.CA_HEAT LOSS - WATER IN FUEL,2,12,%,20HLOSS_WIF.CA_UNIT 2 HEAT LOSS - WATER IN FUEL_%
CALCULATION,20NET_HEATRATE.CA,UNIT 2 NET HEAT RATE,NET_HEATRATE.CA,NET HEAT RATE,NET_HEATRATE.CA_NET HEAT RATE,2,12,kCal/kWh,20NET_HEATRATE.CA_UNIT 2 NET HEAT RATE_kCal/kWh
CALCULATION,20STEAM_FLOW.CA,UNIT 2 STEAM FLOW TO TURBINE,STEAM_FLOW.CA,STEAM FLOW TO TURBINE,STEAM_FLOW.CA_STEAM FLOW TO TURBINE,2,12,,
CALCULATION,20THERMAL_EFF.CA,UNIT 2 THERMAL EFFICIENCY,THERMAL_EFF.CA,THERMAL EFFICIENCY,THERMAL_EFF.CA_THERMAL EFFICIENCY,2,12,%,20THERMAL_EFF.CA_UNIT 2 THERMAL EFFICIENCY_%
CALCULATION,20TURBINE_HEATRATE.CA,UNIT 2 TURBINE HEAT RATE,TURBINE_HEATRATE.CA,TURBINE HEAT RATE,TURBINE_HEATRATE.CA_TURBINE HEAT RATE,2,12,kCal/kWh,20TURBINE_HEATRATE.CA_UNIT 2 TURBINE HEAT RATE_kCal/kWh
CALCULATION,20TURBINE_RUNHRS%.CA,UNIT 2 TURBINE RUNNING HOURS  MONTHLY CUMMULATIVE,TURBINE_RUNHRS%.CA,TURBINE RUNNING HOURS  MONTHLY CUMMULATIVE,TURBINE_RUNHRS%.CA_TURBINE RUNNING HOURS  MONTHLY CUMMULATIVE,2,12,%,20TURBINE_RUNHRS%.CA_UNIT 2 TURBINE RUNNING HOURS  MONTHLY CUMMULATIVE_%
CALCULATION,20TURBINE_RUNHRS.CA,UNIT 2 TURBINE RUNNING HOURS  MONTHLY CUMMULATIVE,TURBINE_RUNHRS.CA,TURBINE RUNNING HOURS  MONTHLY CUMMULATIVE,TURBINE_RUNHRS.CA_TURBINE RUNNING HOURS  MONTHLY CUMMULATIVE,2,12,HRS,20TURBINE_RUNHRS.CA_UNIT 2 TURBINE RUNNING HOURS  MONTHLY CUMMULATIVE_HRS
CALCULATION,3_ACTUAL_AIR.CA,ACTUAL AIR SUPPLIED,3_ACTUAL_AIR.CA,ACTUAL AIR SUPPLIED,3_ACTUAL_AIR.CA_ACTUAL AIR SUPPLIED,3,3,KG AIR/KG FUEL,3_ACTUAL_AIR.CA_ACTUAL AIR SUPPLIED_KG AIR/KG FUEL
CALCULATION,3_DRY_FLUEGAS.CA,ACTUAL DRY FLUE GAS,3_DRY_FLUEGAS.CA,ACTUAL DRY FLUE GAS,3_DRY_FLUEGAS.CA_ACTUAL DRY FLUE GAS,3,3,KG FLUE GAS/KG FUEL,3_DRY_FLUEGAS.CA_ACTUAL DRY FLUE GAS_KG FLUE GAS/KG FUEL
CALCULATION,3_EXCESS_AIR.CA,ACCESS AIR SUPPLIED,3_EXCESS_AIR.CA,ACCESS AIR SUPPLIED,3_EXCESS_AIR.CA_ACCESS AIR SUPPLIED,3,3,%,3_EXCESS_AIR.CA_ACCESS AIR SUPPLIED_%
CALCULATION,30_THEO_CO2.CA,THEORETICAL CO2,30_THEO_CO2.CA,THEORETICAL CO2,30_THEO_CO2.CA_THEORETICAL CO2,3,3,%,30_THEO_CO2.CA_THEORETICAL CO2_%
CALCULATION,30ACTUAL_AIR.CA,ACTUAL AIR SUPPLIED,30ACTUAL_AIR.CA,ACTUAL AIR SUPPLIED,30ACTUAL_AIR.CA_ACTUAL AIR SUPPLIED,3,3,KG AIR/KG FUEL,30ACTUAL_AIR.CA_ACTUAL AIR SUPPLIED_KG AIR/KG FUEL
CALCULATION,30AVAILABILITY_FACTOR.CA,PLANT AVERAGE AVAILABILITY FACTOR,30AVAILABILITY_FACTOR.CA,PLANT AVERAGE AVAILABILITY FACTOR,30AVAILABILITY_FACTOR.CA_PLANT AVERAGE AVAILABILITY FACTOR,3,3,%,30AVAILABILITY_FACTOR.CA_PLANT AVERAGE AVAILABILITY FACTOR_%
CALCULATION,30CAPACITY_FACTOR.CA,PLANT CAPACITY FACTOR,30CAPACITY_FACTOR.CA,PLANT CAPACITY FACTOR,30CAPACITY_FACTOR.CA_PLANT CAPACITY FACTOR,3,3,%,30CAPACITY_FACTOR.CA_PLANT CAPACITY FACTOR_%
CALCULATION,30DRY_FLUEGAS.CA,ACTUAL DRY FLUE GAS,30DRY_FLUEGAS.CA,ACTUAL DRY FLUE GAS,30DRY_FLUEGAS.CA_ACTUAL DRY FLUE GAS,3,3,KG FLUE GAS/KG FUEL,30DRY_FLUEGAS.CA_ACTUAL DRY FLUE GAS_KG FLUE GAS/KG FUEL
CALCULATION,30EXCESS_AIR.CA,ACCESS AIR SUPPLIED,30EXCESS_AIR.CA,ACCESS AIR SUPPLIED,30EXCESS_AIR.CA_ACCESS AIR SUPPLIED,3,3,%,30EXCESS_AIR.CA_ACCESS AIR SUPPLIED_%
CALCULATION,30HEAT_RATE.CA,PLANT HEAT RATE,30HEAT_RATE.CA,PLANT HEAT RATE,30HEAT_RATE.CA_PLANT HEAT RATE,3,3,kCal/kWh,30HEAT_RATE.CA_PLANT HEAT RATE_kCal/kWh
CALCULATION,30HLOSS_BTMASH.CA,PLANT HEAT LOSS - BOTTOM ASH,30HLOSS_BTMASH.CA,PLANT HEAT LOSS - BOTTOM ASH,30HLOSS_BTMASH.CA_PLANT HEAT LOSS - BOTTOM ASH,3,3,%,30HLOSS_BTMASH.CA_PLANT HEAT LOSS - BOTTOM ASH_%
CALCULATION,30HLOSS_FLYASH.CA,PLANT HEAT LOSS - FLY ASH,30HLOSS_FLYASH.CA,PLANT HEAT LOSS - FLY ASH,30HLOSS_FLYASH.CA_PLANT HEAT LOSS - FLY ASH,3,3,%,30HLOSS_FLYASH.CA_PLANT HEAT LOSS - FLY ASH_%
CALCULATION,30HLOSS_PCONV.CA,PLANT HEAT LOSS - PARTIAL CONVERSION CARBON TO CO,30HLOSS_PCONV.CA,PLANT HEAT LOSS - PARTIAL CONVERSION CARBON TO CO,30HLOSS_PCONV.CA_PLANT HEAT LOSS - PARTIAL CONVERSION CARBON TO CO,3,3,%,30HLOSS_PCONV.CA_PLANT HEAT LOSS - PARTIAL CONVERSION CARBON TO CO_%
CALCULATION,30HOUSELOAD_TOTAL.CA,HOUSE LOAD TOTAL,30HOUSELOAD_TOTAL.CA,HOUSE LOAD TOTAL,30HOUSELOAD_TOTAL.CA_HOUSE LOAD TOTAL,3,3,MW,30HOUSELOAD_TOTAL.CA_HOUSE LOAD TOTAL_MW
CALCULATION,30NETHEAT_RATE.CA,NET PLANT HEAT RATE,30NETHEAT_RATE.CA,NET PLANT HEAT RATE,30NETHEAT_RATE.CA_NET PLANT HEAT RATE,3,3,kCal/kWh,30NETHEAT_RATE.CA_NET PLANT HEAT RATE_kCal/kWh
CALCULATION,30NETPLANT_HEATRATE.CA,NET PLANT HEAT RATE ( AVERAGE ),30NETPLANT_HEATRATE.CA,NET PLANT HEAT RATE ( AVERAGE ),30NETPLANT_HEATRATE.CA_NET PLANT HEAT RATE ( AVERAGE ),3,3,kCal/kWh,30NETPLANT_HEATRATE.CA_NET PLANT HEAT RATE ( AVERAGE )_kCal/kWh
CALCULATION,30SALES_PRODUCTION.CA,PLANT SALES PRODUCTION RATIO,30SALES_PRODUCTION.CA,PLANT SALES PRODUCTION RATIO,30SALES_PRODUCTION.CA_PLANT SALES PRODUCTION RATIO,3,3,-,30SALES_PRODUCTION.CA_PLANT SALES PRODUCTION RATIO_-
CALCULATION,30THEO_AIRREQ.CA,THEORETICAL AIR REQUIRED FOR COMBUSTION,30THEO_AIRREQ.CA,THEORETICAL AIR REQUIRED FOR COMBUSTION,30THEO_AIRREQ.CA_THEORETICAL AIR REQUIRED FOR COMBUSTION,3,3,KG AIR/KG FUEL,30THEO_AIRREQ.CA_THEORETICAL AIR REQUIRED FOR COMBUSTION_KG AIR/KG FUEL
CALCULATION,30THEO_CO2.CA,THEORETICAL CO2,30THEO_CO2.CA,THEORETICAL CO2,30THEO_CO2.CA_THEORETICAL CO2,3,3,%,30THEO_CO2.CA_THEORETICAL CO2_%
CALCULATION,BMCR_UNIT_1,BMCR UNIT 1,BMCR,BMCR,BMCR_BMCR,1,12,%,BMCR_UNIT_1_BMCR UNIT 1_%
CALCULATION,BMCR_UNIT_2,BMCR UNIT 2,BMCR,BMCR,BMCR_BMCR,2,12,%,BMCR_UNIT_2_BMCR UNIT 2_%
CALCULATION,BSDG_TOTAL_LOAD,TOTAL LOAD OFF ALL BSDG ,BSDG_TOTAL_LOAD,TOTAL LOAD OFF ALL BSDG ,BSDG_TOTAL_LOAD_TOTAL LOAD OFF ALL BSDG ,3,3,%,BSDG_TOTAL_LOAD_TOTAL LOAD OFF ALL BSDG _%
CALCULATION,ENTALPHY_FEED_WATER.CA,ENTALPHY OF FEED WATER,ENTALPHY_FEED_WATER.CA,ENTALPHY OF FEED WATER,ENTALPHY_FEED_WATER.CA_ENTALPHY OF FEED WATER,1,12,kJ/kg,ENTALPHY_FEED_WATER.CA_ENTALPHY OF FEED WATER_kJ/kg
CALCULATION,ENTALPHY_FEED_WATER_U2.CA,ENTALPHY OF FEED WATER U2,ENTALPHY_FEED_WATER.CA,ENTALPHY OF FEED WATER,ENTALPHY_FEED_WATER.CA_ENTALPHY OF FEED WATER,2,12,kJ/kg,ENTALPHY_FEED_WATER_U2.CA_ENTALPHY OF FEED WATER U2_kJ/kg
CALCULATION,ENTALPHY_STEAM_LIVE.CA,ENTALPHY OF LIVE STEAM,ENTALPHY_STEAM_LIVE.CA,ENTALPHY OF LIVE STEAM,ENTALPHY_STEAM_LIVE.CA_ENTALPHY OF LIVE STEAM,1,12,kJ/kg,ENTALPHY_STEAM_LIVE.CA_ENTALPHY OF LIVE STEAM_kJ/kg
CALCULATION,ENTALPHY_STEAM_LIVE_U2.CA,ENTALPHY OF LIVE STEAM,ENTALPHY_STEAM_LIVE.CA,ENTALPHY OF LIVE STEAM,ENTALPHY_STEAM_LIVE.CA_ENTALPHY OF LIVE STEAM,2,12,kJ/kg,ENTALPHY_STEAM_LIVE_U2.CA_ENTALPHY OF LIVE STEAM_kJ/kg
CALCULATION,TMGCR_UNIT_1,TMGCR UNIT1,TMGCR,TMGCR,TMGCR_TMGCR,1,12,%,TMGCR_UNIT_1_TMGCR UNIT1_%
CALCULATION,TMGCR_UNIT_2,TMGCR UNIT2,TMGCR,TMGCR,TMGCR_TMGCR,2,12,%,TMGCR_UNIT_2_TMGCR UNIT2_%
COMMON,PCS04_APP1.GAI00CXA40CL001,SERVICE WATER DISTRIBUTION TANK LEVEL,,,PCS04_APP1.GAI00CXA40CL001_SERVICE WATER DISTRIBUTION TANK LEVEL,3,3,mm,PCS04_APP1.GAI00CXA40CL001_SERVICE WATER DISTRIBUTION TANK LEVEL_mm
COMMON,PCS04_APP1.GAI00CXB10CL001,POTABLE WATER TANK LEVEL,,,PCS04_APP1.GAI00CXB10CL001_POTABLE WATER TANK LEVEL,3,3,mm,PCS04_APP1.GAI00CXB10CL001_POTABLE WATER TANK LEVEL_mm
COMMON,PCS04_APP1.GAI00EGB10_CL001,LDO MAIN STORAGE TANK LEVEL,,,PCS04_APP1.GAI00EGB10_CL001_LDO MAIN STORAGE TANK LEVEL,3,3,cm,PCS04_APP1.GAI00EGB10_CL001_LDO MAIN STORAGE TANK LEVEL_cm
COMMON,PCS04_APP1.GAI00EGD10_CP001,FORWARDING PUMP DIFF. PRESSURE SWITCH,,,PCS04_APP1.GAI00EGD10_CP001_FORWARDING PUMP DIFF. PRESSURE SWITCH,3,3,barg,PCS04_APP1.GAI00EGD10_CP001_FORWARDING PUMP DIFF. PRESSURE SWITCH_barg
COMMON,PCS04_APP1.GAI00EGD30_CP001,LDO FORWARDING DISCHARGE HEADER PRESSURE,,,PCS04_APP1.GAI00EGD30_CP001_LDO FORWARDING DISCHARGE HEADER PRESSURE,3,3,barg,PCS04_APP1.GAI00EGD30_CP001_LDO FORWARDING DISCHARGE HEADER PRESSURE_barg
COMMON,PCS04_APP1.GAI00EGF10_CL001,LDO OIL TANK LEVEL (DG AREA),,,PCS04_APP1.GAI00EGF10_CL001_LDO OIL TANK LEVEL (DG AREA),3,3,mm,PCS04_APP1.GAI00EGF10_CL001_LDO OIL TANK LEVEL (DG AREA)_mm
COMMON,PCS04_APP1.GAI00EGF10_CL001SPARE,SPARE,,,PCS04_APP1.GAI00EGF10_CL001SPARE_SPARE,3,3,MMWC,PCS04_APP1.GAI00EGF10_CL001SPARE_SPARE_MMWC
COMMON,PCS04_APP1.GAI00GAC10_CF001,RAW WATER TO CLOSED RAW WATER TANK,,,PCS04_APP1.GAI00GAC10_CF001_RAW WATER TO CLOSED RAW WATER TANK,3,3,%,PCS04_APP1.GAI00GAC10_CF001_RAW WATER TO CLOSED RAW WATER TANK_%
COMMON,PCS04_APP1.GAI00GAC30_CP001,COMMON HEADER TO FILTRATION (PSF) PRESSURE,,,PCS04_APP1.GAI00GAC30_CP001_COMMON HEADER TO FILTRATION (PSF) PRESSURE,3,3,barg,PCS04_APP1.GAI00GAC30_CP001_COMMON HEADER TO FILTRATION (PSF) PRESSURE_barg
COMMON,PCS04_APP1.GAI00GAD10_CL001,RAW WATER RESERVOIR LEVEL,,,PCS04_APP1.GAI00GAD10_CL001_RAW WATER RESERVOIR LEVEL,3,3,mm,PCS04_APP1.GAI00GAD10_CL001_RAW WATER RESERVOIR LEVEL_mm
COMMON,PCS04_APP1.GAI00GAD10_CL002,RAW WATER RESERVOIR LEVEL,,,PCS04_APP1.GAI00GAD10_CL002_RAW WATER RESERVOIR LEVEL,3,3,mm,PCS04_APP1.GAI00GAD10_CL002_RAW WATER RESERVOIR LEVEL_mm
COMMON,PCS04_APP1.GAI00GAD20_CL001,FILTER WATER STORAGE TANK LEVEL,,,PCS04_APP1.GAI00GAD20_CL001_FILTER WATER STORAGE TANK LEVEL,3,3,mm,PCS04_APP1.GAI00GAD20_CL001_FILTER WATER STORAGE TANK LEVEL_mm
COMMON,PCS04_APP1.GAI00GBR10_CL001,NEUTRALIZING PIT LEVEL,,,PCS04_APP1.GAI00GBR10_CL001_NEUTRALIZING PIT LEVEL,3,3,mm,PCS04_APP1.GAI00GBR10_CL001_NEUTRALIZING PIT LEVEL_mm
COMMON,PCS04_APP1.GAI00GCL10_CL001,DM STORAGE TANK LEVEL,,,PCS04_APP1.GAI00GCL10_CL001_DM STORAGE TANK LEVEL,3,3,mm,PCS04_APP1.GAI00GCL10_CL001_DM STORAGE TANK LEVEL_mm
COMMON,PCS04_APP1.GAI00GCL10_CL002,DM STORAGE TANK LEVEL,,,PCS04_APP1.GAI00GCL10_CL002_DM STORAGE TANK LEVEL,3,3,mm,PCS04_APP1.GAI00GCL10_CL002_DM STORAGE TANK LEVEL_mm
COMMON,PCS04_APP1.GAI00GDK40_CP001,DM PLANT FEED PUMP DISCH HDR TO DM PLANT LINE PRESSURE,,,PCS04_APP1.GAI00GDK40_CP001_DM PLANT FEED PUMP DISCH HDR TO DM PLANT LINE PRESSURE,3,3,barg,PCS04_APP1.GAI00GDK40_CP001_DM PLANT FEED PUMP DISCH HDR TO DM PLANT LINE PRESSURE_barg
COMMON,PCS04_APP1.GAI00GHA40_CL001,SERVICE WATER DISTRIBUTION TANK LEVEL,,,PCS04_APP1.GAI00GHA40_CL001_SERVICE WATER DISTRIBUTION TANK LEVEL,3,3,mm,PCS04_APP1.GAI00GHA40_CL001_SERVICE WATER DISTRIBUTION TANK LEVEL_mm
COMMON,PCS04_APP1.GAI00GHC50_CP001,DIST HDR LINE TO COMMON HEADER LINE PRESSURE,,,PCS04_APP1.GAI00GHC50_CP001_DIST HDR LINE TO COMMON HEADER LINE PRESSURE,3,3,barg,PCS04_APP1.GAI00GHC50_CP001_DIST HDR LINE TO COMMON HEADER LINE PRESSURE_barg
COMMON,PCS04_APP1.GAI00GKB10_CL001,POTABLE WATER TANK,,,PCS04_APP1.GAI00GKB10_CL001_POTABLE WATER TANK,3,3,mm,PCS04_APP1.GAI00GKB10_CL001_POTABLE WATER TANK_mm
COMMON,PCS04_APP1.GAI00GMU10_CL001,GUARD POND LEVEL,,,PCS04_APP1.GAI00GMU10_CL001_GUARD POND LEVEL,3,3,mm,PCS04_APP1.GAI00GMU10_CL001_GUARD POND LEVEL_mm
COMMON,PCS04_APP1.GAI00GMU40_CQ001SPARE,SPARE,,,PCS04_APP1.GAI00GMU40_CQ001SPARE_SPARE,3,3,pH,PCS04_APP1.GAI00GMU40_CQ001SPARE_SPARE_pH
COMMON,PCS04_APP1.GAI00GMU40_CT001,COMMON HEADER TEMP (GUARD POND),,,PCS04_APP1.GAI00GMU40_CT001_COMMON HEADER TEMP (GUARD POND),3,3,C,PCS04_APP1.GAI00GMU40_CT001_COMMON HEADER TEMP (GUARD POND)_C
COMMON,PCS04_APP1.GAI00GMU40CQ001,COMMON HEADER PH (GUARD POND),,,PCS04_APP1.GAI00GMU40CQ001_COMMON HEADER PH (GUARD POND),3,3,pH,PCS04_APP1.GAI00GMU40CQ001_COMMON HEADER PH (GUARD POND)_pH
COMMON,PCS04_APP1.GAI00GUA10_CL001,SETTLING TANK LEVEL,,,PCS04_APP1.GAI00GUA10_CL001_SETTLING TANK LEVEL,3,3,mm,PCS04_APP1.GAI00GUA10_CL001_SETTLING TANK LEVEL_mm
COMMON,PCS04_APP1.GAI00HJF13CP001,LDO PUMP INLET PRESSURE,,,PCS04_APP1.GAI00HJF13CP001_LDO PUMP INLET PRESSURE,3,3,barg,PCS04_APP1.GAI00HJF13CP001_LDO PUMP INLET PRESSURE_barg
COMMON,PCS04_APP1.GAI00HJF14CP001,DP ACROSS LDO FORWARDING PUMP SUCTION STRAINER,,,PCS04_APP1.GAI00HJF14CP001_DP ACROSS LDO FORWARDING PUMP SUCTION STRAINER,3,3,barg,PCS04_APP1.GAI00HJF14CP001_DP ACROSS LDO FORWARDING PUMP SUCTION STRAINER_barg
